text,label
1.2 Incorporated Government Contract Clauses,NONE
"At all times while this Agreement is in effect, Company shall carry insurance of the types and in the minimum amounts set forth in Exhibit ""G"". All such insurance set forth in Exhibit ""G"" shall specifically name BP as an additional insured or provide that the insurer shall waive all rights of subrogation against BP.",Insurance
"NTC hereby grants ALFA AESAR a limited non-exclusive license to use, exhibit, excerpt, reproduce, publish, publicly perform and transmit via the Internet and otherwise use the NTC Trademarks in substantially the form as NTC may provide to ALFA AESAR from time to time during the Term of this Agreement in accordance with the terms set forth herein.",License Grant
"The Products shall be manufactured by CPDC at the location in its cGMP facilities in the Nuclear Research Building (NRB) and on the campus of McMaster University in Hamilton, Ontario, Canada, established for this purpose pursuant to Deliverables defined within Supply Agreement.",NONE
"Inventory of the Stock: the Repairer or any representative it designates shall have the right to inspect the Stock and to audit any records relating thereto at any reasonable time upon giving prior Notice to the Company, which shall provide full access to such Stock to enable the Repairer to conduct periodic inventory inspections and/or any audit of the Stock.",Audit Rights
"IBM assumes and will assume ownership and MSL assigns and will assign all       intellectual and industrial property rights for hardware, software, design       and documentation of all Products delivered under this Agreement

      IBM will also own and MSL will assign any invention made by MSL on       Products, and on any invention related to IBM processes and systems that       MSL makes while MSL uses those processes and systems in the performance of       this Agreement provided that nothing herein shall restrict MSL's right to       use such inventions in the performance of its obligations hereunder.",Ip Ownership Assignment
"The Managing Group          may  decide  that the  assigning  Party  will not  remain  jointly  and          severally  liable  with  the  assignee  for  the  performance  of  this          Agreement for the duration of the Agreement provided that the assigning          Party will give  notice to the other  Parties in a timely  manner,  and          provided  that  the  assignee  agrees  in  writing  to be  bound by the          provisions of this Agreement.",Anti-Assignment
"Company shall maintain Products Liability Insurance and in an amount satisfactory to Contractor, under which Contractor is named as an additional insured.",Insurance
HSNS shall provide E.piphany with,Audit Rights
"This Agreement and all claims or causes of action arising out of or related to this Agreement shall be governed in all respects, including as to validity, interpretation and effect, by the laws of the State of Illinois and the United States of America, without giving effect to its principles or rules of conflict of laws.",Governing Law
"Commencing as of the start of the Clinical Trials and thereafter, during the Term (or longer if otherwise stated below), at a minimum, each Party will maintain the following types of insurance coverage at a minimum level that is the greater of (a) the highest minimum level required by Applicable Law in the countries in which the Clinical Trials and other obligations hereunder are being performed or (b) the following (to the extent different).",Insurance
"If the Parties are unable to reach an agreement on the terms of exclusivity within ten (10) business days of the date the opportunity is presented to Distributor, Hydraspin shall have no obligation to enter into a contract with Distributor regarding the new territory.",Rofr/Rofo/Rofn
If the Company does not timely deliver a ROFR Purchase Notice it shall be deemed to have waived all of its rights with respect to the offer contained in the ROFR Sale Notice.,Rofr/Rofo/Rofn
"Upon reasonable request, copies of any such books and records shall be provided promptly by FASC to the Account or the Account's owners or authorized representatives.",Audit Rights
"Beginning on the Opening Date, during each consecutive three-calendar-month period during the Term, you must spend three percent (3%) or more of your Gross Sales on local marketing of the Franchised Business.",Minimum Commitment
This Agreement is to be construed according to the laws          of the State of Illinois.,Governing Law
Kallo shall permit Agent or its  designated Agent(s) to inspect Kallo's books upon Agent's request at Agent's expense during normal business hours  of Kallo.,Audit Rights
(b) by the Licensee (i) at any time in the event such Licensee assigns or attempts to assign or sublicense this Agreement or any of the Licensee's rights or duties hereunder without the prior written consent of the Licensor,Anti-Assignment
This Agreement and the application and interpretation hereof shall be governed exclusively by the laws of the State of Colorado.,Governing Law
"Following expiry of the initial period described in Clause 15 above, DCL or SEV giving not less than six months notice in  writing may terminate this Agreement.",Termination For Convenience
Company's representatives will                            make themselves available three days per month in the                            first   Product   Year  to  consult  with  and  train                            Distributor.,Minimum Commitment
The foregoing states the entire liability of Company with respect to infringement of intellectual property rights.,Cap On Liability
"This Agreement shall be governed by and construed in accordance with the internal laws of the State of Delaware applicable to agreements made and to be performed within that state, without giving effect to any law or principals of law that would result in the application of the laws of any other jurisdiction.",Governing Law
We may access the information system in the Franchised Restaurant or from other locations.,Audit Rights
"We will have the right (but not the duty), to be exercised by notice of intent to do so within sixty (60) days after termination or expiration, to purchase for cash any or all assets of the Franchised Restaurant, including leasehold improvements, equipment, supplies, and other inventory, advertising materials, and all items bearing the Marks, at your cost or fair market value, whichever is less.",Rofr/Rofo/Rofn
"Company agrees to provide and maintain, at its own expense, general liability insurance and product liability insurance with limits no less than $3,000,000 and within thirty (30) days from the date hereof, Company will submit to Pey Dirt a fully paid policy or certificate of insurance naming Pey Dirt, Pey Dirt's agent and Manning as additional insured parties, requiring that the insurer shall not terminate or materially modify such without written notice to Pey Dirt at least twenty (20) days in advance thereof.",Insurance
"""Install Completed"" occurs when an End User has completed the install process for a Bundle and the install completed screen is shown to the End  User in accordance with Exhibit B.",NONE
Any purported transfer or other encumbrance without such consent shall be void ab initio.,Anti-Assignment
"This Agreement shall be construed and enforced in            accordance with, and governed by the laws of the State of Colorado           without regard to conflicts of laws principles.",Governing Law
"FOR CLARITY AND NOTWITHSTANDING THE PROVISIONS OF THE FIRST SENTENCE OF THIS SECTION 13.5, ROYALTIES AND MILESTONES PAYABLE TO CYTODYN IN CONNECTION WITH VYERA'S COMMERCIALIZATION OF LICENSED PRODUCTS IN ACCORDANCE WITH THE TERMS OF THIS AGREEMENT COULD CONSTITUTE DIRECT DAMAGES TO THE EXTENT AWARDED IN ACCORDANCE WITH ARTICLE 12.",Cap On Liability
"Impresse shall pay VerticalNet [*]of Impresse VerticalNet Revenue accruing during the term of this Agreement, payable to VerticalNet on or before the thirtieth day of the calendar quarter immediately following the quarter in which such revenue was collected by Impresse.",Revenue/Profit Sharing
"9.3 Indemnification. Shipper agrees to indemnify and hold Carrier harmless from any and all Claims and Losses incurred in connection with, or in any manner whatsoever relating to payment of Taxes, royalties, overriding royalties, production payments, and all other payments for interests attributable to Shipper Product transported hereunder.",NONE
"For such purpose, and without derogating from other terms herein, CBC shall permit MediWound, and/or a consultant on MediWound's behalf, to access and inspect the CBC facility and advise MediWound and/or CBC on such actions to be taken for accomplishing such compliance.",Audit Rights
"Agent's appointment hereunder shall commence on the next business day after the later of (i) the date hereof, or (ii) the date Agent has confirmed that Client's records have been converted to Agent's system (the ""Effective Date""), and shall continue for three years thereafter (the ""Initial Term"").",Expiration Date
"SEV GROUP LIMITED (company no 4463640) whose registered office is at Unit 95/2, Tanfield Lea Industrial Estate  North, Stanley, Co Durham, DH9 9NX",NONE
(g)   Upon an assignment of this Agreement by ISO without SERVICERS' prior written consent;,Anti-Assignment
"""All Products manufactured, packaged and delivered to Heritage or Jasper under the terms of this Agreement shall conform to the specifications supplied to Heritage by Premier as listed on Schedule A, which Schedule may from time to time be modified by Premier in writing (the ""Specifications""), shall conform to Post Holding's Quality Expectations Manual attached hereto as Schedule E, and shall conform in all material respects to samples previously supplied to Premier by Heritage.""",NONE
"Effective Date (prorated for any partial quarters) until a total of $*** have been purchased, provided, the total dollar amount purchased by LeadersOnline in any calendar quarter shall not consist of greater than ***% (in dollars) of either Banners or Newsletter Ads until a total of $*** has been purchased.",Minimum Commitment
This Joinder Agreement and the rights of the parties hereto shall be governed by and construed in accordance with the laws of the State of New York applicable to contracts made and to be performed therein.,Governing Law
"Any invention (whether patentable or not), discoveries, improvements, works-of-authorship or other intellectual property made, conceived or reduced to practice by Bachem in connection with its performance under this Agreement or any Project Plan, which expressly excludes Bachem Intellectual Property (""Magenta Developed Intellectual Property""), shall be exclusively owned by Magenta.",Ip Ownership Assignment
"The initial term of this Agreement commences as of the Effective Date and, unless terminated earlier pursuant to any express provision of this Agreement, shall continue until five (5) years following the Effective Date (the ""Initial Term"").",Expiration Date
1.   Amendment.           ---------,NONE
"Licensor will pay the cost of such audits unless an audit reveals a discrepancy in payment or reporting of five percent (5%) or more, in which case the Licensee shall reimburse the Licensor for the reasonable cost of the audit.",Audit Rights
"The initial term of this Agreement shall be for 3 years (the ""Initial Term"") commencing on the date first set forth above (the ""Commencement Date"") and ending on the 3rd anniversary of the Commencement Date.",Expiration Date
"The term of this Agreement shall begin on the Effective Date and shall continue for a period of two (2) years (""Initial Term"") unless terminated earlier in accordance with Section 11 of this Agreement.",Expiration Date
"Mileage will be computed in accordance    with the provisions of Item 217 (Distances-Method of Computing) from the    closest terminal where suitable equipment is domiciled for the service    requested, subject to a minimum charge of $100.00 per vehicle or unit.",Minimum Commitment
"Neither Party shall sell, assign, subcontract, transfer or dispose of         this Agreement or any part thereof, without the prior written consent of         the other Party or otherwise enter into an agreement with any other         Party for Services contemplated herein.",Anti-Assignment
"CARDAX has the right, upon reasonable prior notice and during normal business hours, to inspect and examine such Records.",Audit Rights
"In the event of termination or expiration of this Agreement for other than a material breach of this Agreement by Sponsor, upon notice from Sponsor delivered to Snap at least forty-five (45) days prior to such expiration or termination, Snap shall negotiate in good faith an agreement providing Sponsor with sponsorship rights similar to those described herein on terms and conditions to be mutually agreed upon by the parties. In the event that an agreement",Rofr/Rofo/Rofn
ENVISION will provide SIERRA with demand projections          for the  Product and SIERRA will  produce  enough  Product to meet such          demand projections.,Minimum Commitment
"The total amount of material World Book makes available for all Affinities shall be no less than sixteen million (16,000,000) Chinese characters.",Minimum Commitment
"(b) By Aura, in writing in the event that Zanotti fails to meet the minimum purchase requirements as described in Article 3 above,  provided, however, that such default has not been remedied by Zanotti within sixty (60) days after receipt of written notice thereof  from Aura;",Minimum Commitment
VerticalNet shall give reasonable advance notice to Impresse of such audit and each audit shall be conducted in a manner that does not cause unreasonable disruption to the conduct of business by Impresse.,Audit Rights
"CONFIDENTIAL TREATMENT REQUESTED. INFORMATION FOR WHICH CONFIDENTIAL TREATMENT HAS BEEN REQUESTED IS OMITTED AND MARKED WITH ""[***]"". AN UNREDACTED VERSION OF THE DOCUMENT HAS ALSO BEEN FURNISHED SEPARATELY TO THE SECURITIES AND EXCHANGE COMMISSION AS REQUIRED BY RULE 406 UNDER THE SECURITIES ACT OF 1933, AS AMENDED. 1.3 ""Batch"" means a specific quantity of Product that is intended to have uniform character and quality, within specified limits, and is produced according to a single manufacturing order during the same cycle of manufacture.",NONE
"6.6      Sample Products.  Company will,  during the Term of this Agreement (and          any renewal term), provide Distributor,  at Distributor's cost pursuant          to the  terms of this  Agreement,  with  five  (5)  sample  units  (the          ""Sample"" or  ""Samples"")  for use by  Distributor  in  promoting  sales.          Distributor shall use the Samples for purposes of permitting  potential          customers  to use the Products in the field.  The Samples  purchased by          Distributor hereunder shall count toward the minimum expectations under          this Agreement.",NONE
"Source: NAKED BRAND GROUP INC., POS AM (on S-1), 7/31/2015",NONE
"In consideration for providing these Services, AVDU shall pay UTK $120,000 worth of unregistered shares of common stock (31,413 shares) upon the execution of this Strategic Alliance Agreement.",Revenue/Profit Sharing
"Operator shall maintain statutory worker's compensation insurance, covering all of its and its Affiliates'  employees and statutory employees, in accordance with the benefits afforded by the statutory Worker's Compensation Acts applicable  to the state, territory, or district of hire, supervision, or place of accident.",Insurance
"EFS shall pay a royalty (""Royalty"") to Client to be calculated and paid as follows: (a) the Royalty shall be  determined based upon the percentage applicable to the Merchandise Gross Margin (pursuant to the chart in Exhibit 10, attached  hereto and hereby incorporated by reference); (b) multiplied by the Net Merchandise Sales (as defined below) as applicable in  each case for the applicable Calendar Quarter or Year (each as defined below).",Revenue/Profit Sharing
Party A is entitled to unilaterally terminate this Agreement within three natural months from the signing date of this Agreement.,Termination For Convenience
"Upon expiration of this Agreement with respect to a Product in a country, the licenses granted to Aimmune pursuant to this Agreement shall continue in full force and effect on a fully-paid basis.",Post-Termination Services
"(d) The Parties will cooperate to discuss expansion plans, address capacity and any other product supply issues, including efficient use of resources, manufacturing schedules and shipping schedules.",NONE
"Notwithstanding the foregoing, either party may terminate this Agreement at any time without liability by providing one hundred eighty (180) days written notice to the other party.",Termination For Convenience
"its  convenience,  for  no  reason or for any reason, upon sixty (60) days prior written  notice  to  SpinRecords.com.",Termination For Convenience
The term of this Agreement shall be for 10 years commencing on the date of execution of this Agreement by AIRSOPURE.,Expiration Date
"For sales of AMR Product Suites by Axiometric, other                            than sales to Datamatic as defined above, and other                            than AMR product suites for use in electric/energy                            metering: Axiometric shall pay LKPL the higher of:

                           a) five-percent (5%) of the Gross Proceeds OR                            b) twenty-percent (25%) of the Net Proceeds",Revenue/Profit Sharing
"Unless  otherwise  stated  in  the  Appendix  the  term of this letter           Agreement  shall  continue  for  twenty-four  (24)  months  with  the           effective  date  unless  terminated sooner or extended pursuant to the           terms hereof (""Initial Term"")",Expiration Date
"With regard to the Molecular Information Platform Program, Roche shall have the right to terminate without cause either or both of the Sample Profiling or Molecular Information Database Access activities individually.",Termination For Convenience
"If the foregoing is in accordance with your understanding and is agreed to by you, please signify your acceptance by executing the enclosed copies of this letter where indicated below and returning the same to the Lead Agent upon which this letter as so accepted shall constitute an Agreement among us. Yours very truly, DUNDEE SECURITIES LTD. By: /s/ Aaron Unger Name: Aaron Unger Title: Managing Director KES 7 CAPITAL INC. By: /s/ Mark Christensen Name: Mark Christensen Title: President and CEO BLOOM BURTON & CO. LTD. By: /s/ Jolyon Burton Name: Jolyon Burton Title: CEO 30",NONE
"In the event of termination of this Agreement under the provisions of          this Article VII GALEN shall not be relieved of the duty and          obligations to pay in full, any payments due and unpaid at the          effective date of such termination. In such event GALEN shall:",Post-Termination Services
"This Warrant shall be governed by and construed in accordance with the laws of the State of New York, without giving effect to its principles regarding conflicts of law.",Governing Law
"At all times during the Term without cost to Owner, Operator shall maintain in force the following insurance, which insurance shall not be subject to cancellation, termination or other material adverse changes unless the insurer delivers to Owner",Insurance
Vyera shall purchase all of its requirements for supply of Licensed Product exclusively from CytoDyn in accordance with the terms and conditions of the Supply Agreement.,Exclusivity
The Parties shall provide civil liability insurance cover to their own personnel with respect to accidents and damages charged to them.,Insurance
"If, having used good faith diligent efforts, Affiliate and Network have failed to enter into such an agreement within such ninety (90)-day period, then neither party shall have an obligation to continue such negotiations or enter into an agreement with respect to the New Channels.",Rofr/Rofo/Rofn
Distributor will not assign all or any part of this Agreement      or any of its rights under this Agreement without the prior written consent      of WGT.,Anti-Assignment
"NICE shall have the rights to conduct audits of the           Manufacturing Outsourcing Services and related facilities, systems,           and records as set forth in this Section 10 for the purpose of           auditing Contractor's compliance with the provisions of this           Agreement, all subject to the limitations below.",Audit Rights
"FG shall have the worldwide exclusive right (itself or through third party vendors) to manufacture (or have manufactured) Lead Compounds. Astellas and its Affiliates and Sublicensees shall not directly or indirectly make, produce or manufacture any Lead Compounds.",Exclusivity
"This Agreement shall be governed by, and construed and enforced in accordance with, the laws of the State of Delaware, without regard to any conflict or choice-of-law provision or rule (whether of the State of Delaware or any other jurisdiction) that would cause the application of the laws of any jurisdiction other than the State of Delaware.",Governing Law
• Minimum yearly purchases of [***] units on each contract year.,Minimum Commitment
"9.9 Entire Agreement. This Agreement represents the complete and entire understanding between the Parties regarding the subject matter hereof and supersedes all prior negotiations, representations or agreements, either written or oral, regarding such subject matter.",NONE
shall it be construed to give third persons any right of subrogation           or action over against any party to this Agreement.,NONE
This Agreement shall be            ------------------------------------- governed by and construed in accordance with the substantive laws of the State  of North Carolina.,Governing Law
This Agreement may not be assigned by the           Professional under any circumstances.,Anti-Assignment
The term of this Agreement shall commence with the first race             ----- of the 1998 Winston Cup season and shall continue until the final race of the  year-2000 Winston Cup season.,Expiration Date
"In the event that SFJ terminates this Agreement pursuant to this Section 14.2.8.1, then (a) in exchange for purchasing the Trial Data Package including the Research Results included therein as set forth in Section 11.1.1.4, PB will pay SFJ, within [***] of the date of termination, an amount equal to one hundred fifty percent (150%) of Development Costs paid or incurred to PB by SFJ prior to such termination, and (b) if PB elects to continue development of the Product and obtains Regulatory Approval following such termination, PB shall remain obligated to pay to SFJ any Approval Payments that become due and payable pursuant to ARTICLE 6 at such time that such payments become due and payable (if ever) pursuant to ARTICLE 6 (except to the extent of the amount of any Buy-Out Payment paid by PB pursuant to Section 6.7), provided that such Approval Payments (or Buy-Out Payment, as applicable) shall be adjusted as set forth in Section 6.2, and reduced by the amount previously paid by PB to SFJ pursuant to this Section 14.2.8.1.",Post-Termination Services
The parties agree to the following non-binding sales and marketing cooperation efforts:,NONE
"The Consultant agrees that all discoveries, maps, technical studies, plans, spreadsheets, documents, inventions, copyright, software, improvements, know-how or other intellectual property, whether or not patentable or copyrightable, created by the Consultant during the Term of this Agreement pertaining to any service, matter, thing, process or method related to this Agreement (the ""Works"") will be the sole and absolute property of the Company.",Ip Ownership Assignment
"[***], Ginkgo shall purchase [***] ([***]) [***] within [***] ([***]) days of the Effective Date, the cost of which, for clarity, shall be offset by the upfront payment paid by Ginkgo pursuant to Section 7.1 (Upfront Payment).",Minimum Commitment
"In addition, Co-Host agrees to allow NAI's           independent auditors to audit and analyze appropriate accounting           records of Co-Host from time to time (but not more than one every six           (6) months) to ensure compliance with all terms of this Agreement.",Audit Rights
"DISTRIBUTOR acknowledges that it has experience and expertise in handling and storing the Products, and that DISTRIBUTOR has the obligation to handle, store and distribute the Products safely and properly.",NONE
"Service Provider shall not, without the prior written consent of Owner, which consent will not be unreasonably withheld or delayed, assign,  pledge or transfer all or any part of, or any right or obligation under, this Agreement, whether voluntarily or by operation of law, and any such  assignment or transfer without such consent will be null and void; provided, however, that notwithstanding the foregoing, Service Provider may,  without the consent of Owner, assign,",Anti-Assignment
"each of the Company, on the one hand, and the Marathon Parties, on the other hand, a ""Party"" to this Agreement, and collectively, the ""Parties""",Parties
ENTERPRISE PRODUCTS OPERATING L.P.,Parties
Sicap Ltd will perform every possibility to make the system running as       soon as possible. Staff of EuroTel must be on-site on request of Sicap       Ltd.,NONE
"(iii) establishing and implementing post-marketing surveillance studies for the Product in the Territory as required or recommended by a Regulatory Authority;

(iv) receiving, accepting and filling orders for the Product from customers;

(v) warehousing and distributing the Product to customers;

(vi) controlling invoicing, order processing and collection of accounts receivable for sales of the Product;

(vii) recording sales of the Product in the Territory in its books of account for sales; and

(viii) providing results of sales of the Product in the Territory for purposes of periodic safety reports and exposure estimates.",Exclusivity
"Each of Customer and Supplier shall, upon request by the other, provide the other Party with a copy of all insurance policies maintained under this Article 15 relating to the Manufacture of the Product in bulk quantities and the facilities therefor and shall notify the other Party in writing at least 30 days prior to the cancellation of or any material change to such insurance policies.",Insurance
The validity and interpretation of this Agreement and the legal relations of the Parties to it will be governed by the laws of the State of New York without recourse to its conflicts of law rules.,Governing Law
The evidence of insurance shall include a statement by the insurer that the policy or policies will not be canceled or materially altered without at least 30 days prior written notice to AIRSOPURE.,Insurance
"b.     Go Call, shall submit in advance, all artwork and advertising to                PageMaster Corporation for approval as provided in Paragraph 8.",NONE
"This Agreement shall commence on the Effective Date and, except as set forth in Subsection (ii), continue in full force and effect through the Delivery Period.",Expiration Date
"Subject to the terms and conditions of this Agreement, the Company hereby grants to Allscripts and its Affiliates a non- exclusive, royalty-free, irrevocable [***] non-transferable (except in accordance with Section 28.4), sublicensable (through multiple levels of sublicensees), fully paid-up right and license under all of the Company's Intellectual Property to, throughout the Territory, access, use, reproduce, perform, display, modify, create derivative works of, transmit, demonstrate, test, operate, port, configure, distribute, and make available the Installed Software and Subscription Software Services solely for the purposes of:

(a) Allscripts' and its Affiliates' internal use of the Installed Software and Subscription Software Services as permitted hereunder, including with respect to its marketing, selling, development, service, and support activities under this Agreement, and including the training of Allscripts employees, contractors, and other authorized Representatives on the marketing, selling, planning, supporting, and use of the Installed Software, Subscription Software Services or any integrated product with any Allscripts products and services;",License Grant
"The Joint Venture may acquire insurance on behalf of any Participant, employee, agent or other person engaged in the business interest of the Joint Venture against any liability asserted against them or incurred by them while acting in good faith on behalf of the Joint Venture.",Insurance
"This Agreement is governed by the laws of the State of Texas, without regard to the conflict of laws provisions thereof.",Governing Law
"NEITHER PARTY SHALL HAVE ANY LIABILITY HEREUNDER FOR ANY INDIRECT, SPECIAL, PUNITIVE OR CONSEQUENTIAL DAMAGES INCLUDING, WITHOUT LIMITATION, LOSS OF PROFIT OR BUSINESS OPPORTUNITIES, WHETHER OR NOT THE PARTY WAS ADVISED OF THE POSSIBILITY OF SUCH.",Cap On Liability
"If Net Sales of the applicable Product in a country in a Calendar Quarter following the Launch Quarter for such country are:

A. lower than or equal to [***]%, but more than [***]%, of Base Net Sales of the applicable Product in such country, then the Applicable Reduction Percentage shall be [***]%; or

B. lower than or equal to [***]% of Base Net Sales of the applicable Product in such country, then the Applicable Reduction Percentage shall be [***]%.",Revenue/Profit Sharing
"Commencing on October 1, 2008, and continuing for so long as IntriCon continues to make minimum payments as defined in 4.3,  Dynamic Hearing agrees that it will not license any Dynamic Hearing Technology for Hearing Aids, subject to Clause 3.5.",Exclusivity
6 Live and Handover Project to VAL Week 24,NONE
"JRVS shall be entitled at any time to audit the Distributor's books and records upon reasonable notice in order to confirm the accuracy of the Reports set forth in Section 3.4; provided, that no more than one such audit may be conducted in any three-month period. Any JRVS-elected audit shall be performed at JRVS's own expense during normal business hours; Distributor shall provide reasonable assistance to JRVS for the audit.",Audit Rights
"Notwithstanding any provision of the Source Code              -----------------                                                  License, ETI shall not be required to honour any product warranty or intellectual property indemnity set forth in the Source Code License, to the extent that such breach of warranty or indemnity relates to a defect in any of the Entrust Products as of the Effective Date or the infringement or misappropriation of any third party rights incorporated into the Entrust Products as of the Effective Date.",Cap On Liability
"Any later proposal to complete that proposed Transfer will be deemed a new offer, giving us a new right of approval and right of first refusal effective as of the day we receive formal notice of the new (or continuing) proposal.",Rofr/Rofo/Rofn
"Vericel shall have the right from time to time during the Term of this Agreement, but not more than [***] (unless (i) otherwise agreed between the Parties or (ii) if Section 3.4(b) below applies) during normal business hours and upon not less than [***] prior notice (unless Section 3.4(b)(iv) applies), to enter and inspect any Facility and any related utilities and/or services used in Manufacturing Product in order to carry out a cGMP quality and compliance audit of those parts of the Facility involved in or which could have any impact on Manufacture of such Product (including those used for storing, warehousing and/or testing and utilities), including for the purpose of confirming that no types of product which could reasonably be expected to impact the quality of the Product are being manufactured on site in deviation of cGMP.",Audit Rights
"If any Product Collateral IP (or any aspect thereof) are not designed and/or created by Calm, such Product Collateral IP (or aspect thereof) shall be deemed ""works made for hire"" for Calm within the meaning of the U.S. Copyright Law and/or other applicable comparable laws or, if they do not so qualify, all ownership rights thereto shall be, and are hereby, assigned to Calm.",Ip Ownership Assignment
Healthcare Distribution Specialists LLC,Parties
"7)      All covenants, promises and agreements by or on behalf of the parties contained in this Agreement shall be binding upon and shall inure to the benefit of the successors and assigns of the  parties; but nothing in this Agreement, expressed or implied is intended to confer on any party the right to assign its rights or  obligations hereunder.",Anti-Assignment
This Agreement shall commence upon the Effective Date and continue for the Agreement Term.,Expiration Date
"NCC shall not be liable for any loss caused to the Owner or the             Licensee either jointly or severally except for loss of or damage to             the Material to the extent that such loss or damage is caused by the             negligent acts or omissions of NCC, its employees, agents or             sub-contractors and in such event NCC's total liability in respect             of all claims arising under or by virtue of this Agreement shall             not (except in the case of claims for personal injury or death)             exceed the sum of (pounds)500,000.",Cap On Liability
This  Agreement  shall be  governed  by and  construed  in      accordance  with the laws of the  Province  of  British  Columbia  (without      regard to its conflict of laws provisions)  which shall be deemed to be the      proper law thereof.,Governing Law
"This Agreement and the provisions hereof, except as otherwise provided, shall be in full force and effect commencing on the date of execution by both Parties and shall extend for an initial term of two (2) years.",Expiration Date
"The cash royalty shall be an amount equal to six percent (6.0%) of the Net Sales Price of the invoice price of any Licensed Products and for which payment was actually received by Eutectix (the ""Liquidmetal Royalty"").",Revenue/Profit Sharing
"Skype, Online BVI and the Company may be referred to individually as ""Party"" and collectively as ""Parties."" Skype, Online BVI, the Company, Skype Holding and Tom Holding may be referred to individually as ""party to this Agreement"" and collectively as ""parties to this Agreement.""",Parties
(a) The Agent is a corporation and is validly existing in good standing under the laws of the State of New York with full power and authority to  provide the services to be furnished to the Company and the Bank hereunder.,NONE
"Aventis, Inc. c/o Sanofi 50 Binney Street Cambridge, MA 02142",NONE
"terms and conditions common for the contract manufacture of monoclonal antibodies within the contract manufacturing industry, it being understood that any such contract manufacturing agreement would provide for Technology transfer, payment of the Technology Access Fee (if applicable), and other terms set forth in Sections 5.2.3, 5.2.4 and 5.2.5 below.",Rofr/Rofo/Rofn
"In addition, upon Bioeq's request, Licensee shall notify the competent Regulatory Authority of such transfer, supply Bioeq with all documents already prepared by Licensee or its Affiliates for the filing of applications in relation to the Licensed Products with any Regulatory Authority and/or apply for the closing of any such application.",Ip Ownership Assignment
"Distributor will not purchase Products for resale to any Reseller from any person or entity other than Cisco, provided that Distributor may accept returned Product from Resellers if Distributor initially sold the Product to be returned to such Reseller. [*****]",Exclusivity
"Before engaging any IAC Subcontractor, IAC shall first notify and get written approval from Sonos for the use of such IAC Subcontractor.",Anti-Assignment
"Subject to all other terms and conditions set forth herein, as of the date of this agreement, LEADER maintain the software for an additional five years.",Expiration Date
comparable company coverage and insurance availability. Depomed will share such analysis with King,Insurance
"WHEREAS, INTERSECT develops and markets Finished Product based on the API, as defined herein; and",NONE
"Subject to the terms of this Agreement, Company grants Reseller the right to use and display the Company trademarks, tradenames and other designations of source, and proprietary notices, slogans, designs and distinct advertising as may appear on any documentation or other material with respect to Product (""Marks"") with prior approval, that will not be unreasonable withheld.",License Grant
"This Agreement shall become effective on the Effective Date and shall remain in effect for an initial period of 1 year (""Initial Term"").",Expiration Date
"c. Sponsor must obtain, and continuously maintain, at its own expense, the following insurance policies:     1. Workers' Compensation in compliance with California's laws, including Employers' Liability with minimum limits of:   $ *** Each Accident; $ *** Disease - Each Employee; $ *** Disease - Policy Limit.

  2. An Insurance Services Office occurrence based Commercial General Liability Insurance Policy, including contractual liability and products/completed operations liability coverage with minimum limits of:

$ *** Each Occurrence; $ *** General Aggregate; $ *** Products/Completed Operations Aggregate.",Insurance
Either Party may terminate this Agreement at any time during the term of this Agreement for any reason upon two weeks written notice to the other Party.,Termination For Convenience
"Boxlot hereby grants to theglobe a non-exclusive, worldwide license to use, reproduce, create derivative works of (only as necessary to build pages in a manner consistent with this Agreement), publicly display, publicly perform and digitally perform Boxlot Banners, and those elements of the Boxlot Content served from theglobe's servers (as denoted in Exhibit A), on theglobe Site or otherwise as reasonably appropriate to advertise and promote the Service and the Co-Branded Pages.",License Grant
"The Distributor shall not assign, transfer, mortgage, charge, declare a trust of or deal in any other manner with this agreement or any of its rights and obligations under or arising out of this agreement, or purport to do any of the same; provided, however, the Distributor may assign or transfer this agreement to a Permitted Assignee without the consent of Supplier.",Anti-Assignment
PT COMMERCIAL SALE DATE TOTAL NE SALES/SERVICES ROYALTY RATE AMOUNT DUE,NONE
Operator shall  have its insurer(s) waive its right of subrogation against Owner Indemnified Parties on all insurance carried.,Insurance
"Notwithstanding revenue actually generated by EFS in connection with the Playboy Commerce  Business hereunder, it is understood and agreed that the Royalty paid to Client in each Year of the Term shall not be less than the  amounts set forth in Exhibit 10 (the ""Minimum Royalty"").",Minimum Commitment
"Neither Party may assign this Agreement or any of its rights or obligations hereunder, except as expressly permitted hereunder, or delegate any of its obligations under this Agreement, whether by operation of law or otherwise, in whole or in part, without the consent of the other Party, except as follows:

(i) Sanofi may, without consent of RevMed, assign this Agreement or its rights and obligations hereunder in whole or in part to any Affiliate of Sanofi, and RevMed may, with the consent of Sanofi (not to be unreasonably withheld, delayed or conditioned), assign this Agreement or its rights and obligations hereunder in whole or in part to any Affiliate of RevMed;",Anti-Assignment
"As longs as TPH-A and TPH are not in material and continuing breach of this Agreement or the Ancillary Agreements, TPH-A or TPH may trigger the option to purchase the Call Shares (the ""Call Option"") by providing a written notice of the exercise of the Call Option (the ""Call Exercise Notice"") simultaneously to the Company, FSL and AFSL, which notice states (i) such Party's bona fide intention to exercise the Call Option, and (ii) the date on which such Party intends that the Call Closing Date occur.",Rofr/Rofo/Rofn
